symbol,start_date,end_value,sharpe_ratio,trade time,last_entry_time
THETAUSDT,2024-02-24,1006.7568597560976,3.5584062405173933,1,2024-02-25 00:33:00
ARUSDT,2024-02-25,1024.1420248089212,4.104227385379308,2,2024-02-26 09:35:00
THETAUSDT,2024-02-26,1003.2056229327453,1.8405924666911289,1,2024-02-27 00:33:00
PYTHUSDT,2024-02-27,1597.9402648633418,4.415326423333358,6,2024-03-05 19:55:00
ARUSDT,2024-02-28,1022.8930322442114,2.6269204323078057,3,2024-03-05 19:56:00
BONKUSDT,2024-02-29,1004.6417013407304,0.7558568910864923,2,2024-03-03 07:27:00
FLOKIUSDT,2024-03-01,1025.8178861788617,2.898025200193912,2,2024-03-02 01:35:00
BCHUSDT,2024-03-02,1616.5289582921525,5.069384719047687,6,2024-03-05 19:55:00
FTMUSDT,2024-03-03,1145.6325136612022,2.57904557447597,5,2024-03-05 19:55:00
BONKUSDT,2024-03-04,734.2033568474825,-1.3196353315121456,6,2024-03-05 16:02:00
STRKUSDT,2024-03-05,959.743816254417,-1.3785205078697165,5,2024-03-15 08:38:00
NEARUSDT,2024-03-06,1012.6374541819393,1.2472091476005074,3,2024-03-08 00:43:00
JUPUSDT,2024-03-07,1042.0839344262297,3.3856555246539504,3,2024-03-08 15:32:00
FLOKIUSDT,2024-03-08,1017.5352222612496,0.6258637419543561,6,2024-03-18 14:32:00
WLDUSDT,2024-03-09,819.371617558629,-1.423796122841565,6,2024-03-15 09:09:00
GALAUSDT,2024-03-10,988.1445412608919,0.31309521695312104,6,2024-03-15 09:09:00
XRPUSDT,2024-03-11,1014.7712326850426,0.9513201583252684,5,2024-03-19 09:08:00
INJUSDT,2024-03-12,762.6329213262702,-2.662790736993908,6,2024-03-15 09:09:00
WIFUSDT,2024-03-13,1124.0031413612564,1.4247330048463724,6,2024-03-16 20:05:00
OMUSDT,2024-03-14,1044.6735507911933,2.3923106779917207,3,2024-03-15 09:13:00
SEIUSDT,2024-03-15,610.1527107315258,-4.30780205309456,6,2024-03-17 00:52:00
RAYUSDT,2024-03-16,846.0471505238947,-1.700876526984643,6,2024-04-12 16:20:00
OMUSDT,2024-03-17,1046.2039123477352,1.6886438083349367,4,2024-03-24 14:35:00
OMUSDT,2024-03-18,1061.861106683505,1.0517855653999966,6,2024-03-19 22:07:00
ETCUSDT,2024-03-19,1007.2075812274369,0.6333462570934176,5,2024-04-13 19:57:00
PEPEUSDT,2024-03-20,833.213851761847,-2.1400699179215126,6,2024-04-12 17:28:00
JASMYUSDT,2024-03-21,1094.268309161337,2.1324190181164924,6,2024-04-12 18:35:00
APTUSDT,2024-03-22,807.4494611913412,-2.189456108111451,6,2024-04-10 07:04:00
GALAUSDT,2024-03-23,1019.1190289741581,0.5501052554166646,6,2024-04-12 18:32:00
ICPUSDT,2024-03-24,1134.088816420487,2.144995622821912,6,2024-04-13 17:40:00
OMUSDT,2024-03-25,1007.8892064559516,0.38765095661384563,4,2024-04-02 08:18:00
IOTAUSDT,2024-03-26,802.9193147278253,-1.7953690564877187,6,2024-04-03 00:36:00
BCHUSDT,2024-03-27,1023.906191369606,1.0818683023513418,5,2024-04-13 21:29:00
FLOKIUSDT,2024-03-28,845.4549096590682,-0.6911810653486716,6,2024-04-03 00:36:00
LTCUSDT,2024-03-29,964.0985364034678,-0.5355591906012265,6,2024-04-12 18:32:00
JUPUSDT,2024-03-30,810.4850323354891,-1.5719804047279022,6,2024-04-12 13:40:00
BCHUSDT,2024-03-31,771.6715392486478,-3.019788809295945,6,2024-04-12 18:19:00
IOTAUSDT,2024-04-01,998.3234652539732,-6.739738078663798,1,2024-04-02 00:45:00
OPUSDT,2024-04-02,993.8851132686085,-1.570946936721343,3,2024-04-08 20:44:00
ENAUSDT,2024-04-03,938.0018083182641,-0.17027181805219108,6,2024-04-18 06:49:00
ETCUSDT,2024-04-04,989.222972972973,-3.1676341731261437,3,2024-04-08 08:40:00
APTUSDT,2024-04-05,994.9175700260107,-4.958496874842272,2,2024-04-08 08:54:00
AVAXUSDT,2024-04-06,996.0260923586663,-3.9692936645667145,2,2024-04-08 10:36:00
PEPEUSDT,2024-04-07,969.7885402455663,-2.727859038364049,5,2024-05-04 03:31:00
NEOUSDT,2024-04-08,895.2967927237913,-0.4988604795247068,6,2024-04-13 20:07:00
FTMUSDT,2024-04-09,896.2458571858995,-0.7821832134205408,6,2024-04-12 18:32:00
UNIUSDT,2024-04-10,923.1783147588792,-0.6279553571431736,6,2024-04-12 18:35:00
UNIUSDT,2024-04-11,998.8528186005703,-5.711324082504983,1,2024-04-12 00:33:00
DYDXUSDT,2024-04-12,997.647315582715,-4.235206947928781,2,2024-04-20 18:00:00
SANDUSDT,2024-04-13,950.2347590953786,-2.4846714810033514,5,2024-04-20 17:16:00
WIFUSDT,2024-04-14,1145.2665428764346,1.5590347252978491,6,2024-04-18 08:21:00
OMUSDT,2024-04-15,1064.5844098920368,1.0262955589732816,6,2024-04-18 00:24:00
TIAUSDT,2024-04-16,980.9748427672959,-0.2365097498028848,7,2024-05-14 13:56:00
WLDUSDT,2024-04-17,965.4678998911861,-0.48423903814575314,5,2024-04-20 15:52:00
GALAUSDT,2024-04-18,1044.0544908797044,1.4118833427706974,5,2024-04-19 02:40:00
WIFUSDT,2024-04-19,973.452057182706,-0.3316775214964972,5,2024-04-20 15:13:00
BONKUSDT,2024-04-20,1003.1563500533617,2.13490982106235,1,2024-04-21 00:49:00
BONKUSDT,2024-04-21,1003.0204778156996,2.161155510893232,1,2024-04-22 02:03:00
SEIUSDT,2024-04-22,987.6078197283986,0.19864315324358991,6,2024-05-01 15:18:00
HBARUSDT,2024-04-23,857.8696498054475,-1.582653669043095,6,2024-04-25 01:51:00
ALGOUSDT,2024-04-24,983.294032723773,-0.6866030166105853,5,2024-04-25 13:19:00
ARUSDT,2024-04-25,1392.167829181495,3.238708148445081,6,2024-05-01 13:41:00
LTCUSDT,2024-04-26,1004.71754325656,0.2777950533707242,5,2024-04-29 06:28:00
ENSUSDT,2024-04-27,1138.649049881235,3.9934349680307166,5,2024-05-21 05:45:00
ARUSDT,2024-04-28,961.2891788985762,-0.8087025647953645,5,2024-05-07 02:01:00
SEIUSDT,2024-04-29,999.0823436262866,-4.804144122686479,1,2024-04-30 00:33:00
IMXUSDT,2024-04-30,996.4610219284441,0.07949929811184217,5,2024-05-02 21:52:00
OPUSDT,2024-05-01,981.0525349008083,-0.5087116015951848,5,2024-05-08 20:11:00
IMXUSDT,2024-05-02,942.3514650027128,-3.966817789712,5,2024-05-20 23:27:00
OMUSDT,2024-05-03,1000.7148463047743,-0.44923176391447983,5,2024-06-02 12:42:00
FLOKIUSDT,2024-05-04,1103.2704930945754,1.9817628521232942,5,2024-05-15 08:07:00
WLDUSDT,2024-05-05,955.3792086081223,-1.2608357457509982,5,2024-05-08 18:01:00
ENAUSDT,2024-05-06,1319.3867403314919,3.1339180085084886,6,2024-05-14 16:05:00
TIAUSDT,2024-05-07,1061.3885955649419,1.552144841348855,5,2024-05-13 02:23:00
RUNEUSDT,2024-05-08,993.0439541933312,-0.09871117855859357,5,2024-05-14 05:53:00
ARUSDT,2024-05-09,1005.6751624307283,0.4128664599044851,5,2024-06-07 18:05:00
THETAUSDT,2024-05-10,926.7732558139535,-2.9802070733960404,5,2024-05-20 18:21:00
IMXUSDT,2024-05-11,966.1593032393259,-5.426165139912421,4,2024-05-20 23:27:00
RUNEUSDT,2024-05-12,943.1532642657457,-1.5460062698464812,5,2024-05-14 00:48:00
FLOKIUSDT,2024-05-13,1000.8273841236015,-0.41959272013393617,1,2024-05-14 06:27:00
PEPEUSDT,2024-05-14,1058.5329067641683,1.136050742041475,5,2024-05-15 15:56:00
IMXUSDT,2024-05-15,890.9303514376996,-3.402987164914685,6,2024-06-13 15:42:00
LINKUSDT,2024-05-16,998.9550905843328,-0.1301061654329663,5,2024-06-11 15:55:00
ARUSDT,2024-05-17,723.1325878261594,-2.789156222351364,6,2024-05-26 16:28:00
BONKUSDT,2024-05-18,954.7562750090942,-0.5427228144774241,5,2024-05-19 13:08:00
PYTHUSDT,2024-05-19,946.3792165397172,-3.1347435747493853,5,2024-06-14 17:05:00
ENSUSDT,2024-05-20,1002.345205479452,1.4056887427271256,1,2024-05-21 04:39:00
ENSUSDT,2024-05-21,1107.7570093457944,3.368184410146137,5,2024-06-10 04:09:00
WIFUSDT,2024-05-22,776.4603046775383,-5.690929413443988,5,2024-05-28 09:20:00
ENSUSDT,2024-05-23,1091.14552397115,2.9920930724827186,5,2024-06-11 01:52:00
UNIUSDT,2024-05-24,1030.3312379110253,1.0738426553854503,5,2024-06-11 15:38:00
UNIUSDT,2024-05-25,995.407186154792,0.281039540378377,6,2024-06-11 15:03:00
JASMYUSDT,2024-05-26,1070.4469831813722,1.3508803939015606,5,2024-05-27 10:59:00
FLOKIUSDT,2024-05-27,738.7364091040881,-3.6057627257513487,6,2024-06-12 01:40:00
TIAUSDT,2024-05-28,675.2154648132059,-4.218214573857191,6,2024-06-11 01:52:00
WLDUSDT,2024-05-29,666.4733414733414,-5.744208607122988,6,2024-06-11 15:40:00
ARUSDT,2024-05-30,994.1535155618197,-5.722187166995502,2,2024-05-31 21:47:00
UNIUSDT,2024-05-31,996.8884163629,0.119504828767933,5,2024-06-03 00:31:00
OMUSDT,2024-06-01,1044.963085539715,1.658553873280332,5,2024-06-15 20:24:00
PYTHUSDT,2024-06-02,862.8061831153389,-4.27011545446403,5,2024-06-06 01:18:00
FLOKIUSDT,2024-06-03,792.5966002695822,-2.4841844492343528,6,2024-06-13 21:24:00
UNIUSDT,2024-06-04,819.9037612572841,-3.577208551634308,6,2024-07-03 10:33:00
STXUSDT,2024-06-05,708.167430237401,-3.8044835356333344,6,2024-06-17 06:06:00
INJUSDT,2024-06-06,852.2022980501393,-1.6065523139638684,6,2024-06-17 15:25:00
OPUSDT,2024-06-07,752.7474478473147,-3.0997452399777305,6,2024-06-18 01:43:00
SEIUSDT,2024-06-08,718.1937551695618,-3.3395174446309244,6,2024-06-18 01:15:00
OMUSDT,2024-06-09,1143.8503684111092,1.6206326840491627,6,2024-06-13 02:04:00
BNBUSDT,2024-06-10,1074.4932054356514,2.210245126445108,6,2024-07-05 03:01:00
ARUSDT,2024-06-11,984.7277556440904,-3.7394295529883497,3,2024-06-12 12:40:00
INJUSDT,2024-06-12,812.1751592356687,-1.9760125255383165,6,2024-06-17 03:54:00
CRVUSDT,2024-06-13,1033.9025257915332,1.1599718195160558,5,2024-07-04 01:35:00
ENSUSDT,2024-06-14,1031.8648397584766,0.7125182591664249,5,2024-06-18 22:39:00
RAYUSDT,2024-06-15,1101.9742677091842,2.3523455526919097,5,2024-06-17 10:20:00
JASMYUSDT,2024-06-16,1000.1000595438422,0.5034410706013945,6,2024-06-19 14:32:00
SANDUSDT,2024-06-17,1242.783318223028,4.231869793523621,6,2024-07-05 02:59:00
JUPUSDT,2024-06-18,1072.847555129434,1.626725441987618,5,2024-06-27 13:16:00
FETUSDT,2024-06-19,1182.4342969776612,2.3061755772371564,6,2024-07-05 00:38:00
WLDUSDT,2024-06-20,997.7125167336011,-4.431524387365009,2,2024-07-17 10:14:00
WIFUSDT,2024-06-21,1204.7069147069146,2.943392908426114,5,2024-06-25 14:57:00
AVAXUSDT,2024-06-22,1118.456336939722,3.287955447695465,5,2024-06-23 14:10:00
ENSUSDT,2024-06-23,1051.0552438498057,3.0530468059630844,4,2024-07-05 02:59:00
AAVEUSDT,2024-06-24,1018.957595217006,0.8338241523030536,5,2024-07-03 19:48:00
STXUSDT,2024-06-25,1232.2075365579299,2.899177437342312,6,2024-07-05 00:04:00
FETUSDT,2024-06-26,888.8930205949656,-0.7278411990365881,6,2024-06-30 01:42:00
RAYUSDT,2024-06-27,1182.59558173785,3.081331797105016,5,2024-06-28 18:22:00
